post_id,content,comment_ids,label_from_content
916,"VỊ TRÍ NÀO TRÊN MÁY BAY CÓ TỶ LỆ SỐNG SÓT CAO NHẤT KHI GẶP NẠN?  Máy bay chở theo 242 người đang trên hành trình đến Thủ đô London của Anh. Cho đến nay, cảnh sát tìm thấy một người sống sót. Hành khách này được xác định là ngồi trên ghế 11A.  Theo sơ đồ bố trí ghế ngồi trên máy bay Boeing 787-8 của Air India, ghế 11A nằm ở dãy đầu tiên của khoang phổ thông, phía trước cánh và ngay cạnh cửa thoát hiểm ở sườn trái máy bay.  Thông qua nghiên cứu, các chuyên gia tìm ra được đâu là vị trí ngồi an toàn khi máy bay gặp nạn. Trong hơn 4 thập kỷ, từ năm 1969 đến năm 2013, Cục Hàng không Liên bang Mỹ (FAA) đã phân tích toàn diện về các vụ tai nạn máy bay, xem xét kỹ lưỡng các chỗ ngồi trên máy bay và cách chúng ảnh hưởng đến kết quả của các vụ tai nạn.  Theo nghiên cứu được công bố trên tạp chí khoa học Science, tỷ lệ sống sót theo từng khoang như sau: Hạng nhất và hạng thương gia 40%; phần giữa, gần cánh 57%; phần thân sau cánh máy bay 62%; 10 hàng cuối 70%.  Năm 2015, tạp chí Time nghiên cứu các vụ tai nạn máy bay từ cơ sở dữ liệu tai nạn máy bay của FAA, xem xét các vụ tai nạn máy bay có người sống sót từ năm 1985 đến năm 2000. Kết quả cho thấy vị trí ngồi ở 1/3 phía sau máy bay có tỷ lệ tử vong là 32%, so với 39% ở phần giữa và 38% ở phần phía trước. Những phát hiện của nghiên cứu này khẳng định lại niềm tin rằng những người ngồi ở phần sau của máy bay có tỷ lệ sống sót cao hơn.  Ngoài ra, trên máy bay phản lực thân hẹp, các nghiên cứu cho thấy rằng hành khách ngồi ở ghế giữa lối đi có nhiều khả năng sống sót hơn.  Các nhà nghiên cứu tại Đại học Greenwich, Anh lại kết luận rằng xác suất sống sót trong tai nạn máy bay dựa vào tình huống tai nạn cụ thể hơn là vị trí ghế.","post_916_cmt_1,post_916_cmt_2,post_916_cmt_3,post_916_cmt_4,post_916_cmt_5,post_916_cmt_6,post_916_cmt_7,post_916_cmt_8,post_916_cmt_9,post_916_cmt_10,post_916_cmt_11,post_916_cmt_12,post_916_cmt_13,post_916_cmt_14,post_916_cmt_15,post_916_cmt_16,post_916_cmt_17,post_916_cmt_18,post_916_cmt_19,post_916_cmt_20,post_916_cmt_21,post_916_cmt_22,post_916_cmt_23,post_916_cmt_24,post_916_cmt_25,post_916_cmt_26,post_916_cmt_27,post_916_cmt_28,post_916_cmt_29,post_916_cmt_30,post_916_cmt_31,post_916_cmt_32,post_916_cmt_33,post_916_cmt_34,post_916_cmt_35,post_916_cmt_36,post_916_cmt_37,post_916_cmt_38,post_916_cmt_39,post_916_cmt_40,post_916_cmt_41,post_916_cmt_42,post_916_cmt_43,post_916_cmt_44,post_916_cmt_45,post_916_cmt_46,post_916_cmt_47,post_916_cmt_48,post_916_cmt_49,post_916_cmt_50",Tin tức xã hội
917,"“TỰ NHIÊN THẤT TÌNH”  Nguyễn Trần Trung Quân và Denis Đặng trở lại với visual mãn nhãn, giai điệu thổn thức trong MV mới khiến fan rơi vào lưới tình không lối thoát.  Cú twist nào đang chờ đợi đằng sau, “Tự Tâm” liệu có hồi sinh dưới lớp vỏ học đường?  MV chính thức lên sóng 01/07/2025!   #TuNhienThatTinh #NguyenTranTrungQuan #DenisDang",,Tin tức xã hội
918,"Cảnh tượng cấp cứu hoảng loạn tại Ấn Độ sau thảm họa hàng không: Nạn nhân được đưa vào liên tục, người thân van nài được vào trong để tìm kiếm người nhà.  Phần lớn người được đưa đến đều trong tình trạng mất m.áu nghiêm trọng, đa chấn thương và rơi vào trạng thái hoảng loạn.   ""Chúng tôi chưa từng chứng kiến thương vong hàng loạt như vậy.  Các khoa cấp cứu hoàn toàn quá tải"", một bác sĩ tại Bệnh viện Dân sự Ahmedabad nói.","post_918_cmt_1,post_918_cmt_2,post_918_cmt_3,post_918_cmt_4,post_918_cmt_5,post_918_cmt_6,post_918_cmt_7,post_918_cmt_8,post_918_cmt_9,post_918_cmt_10,post_918_cmt_11,post_918_cmt_12,post_918_cmt_13,post_918_cmt_14,post_918_cmt_15,post_918_cmt_16,post_918_cmt_17,post_918_cmt_18,post_918_cmt_19,post_918_cmt_20,post_918_cmt_21,post_918_cmt_22,post_918_cmt_23,post_918_cmt_24,post_918_cmt_25,post_918_cmt_26,post_918_cmt_27,post_918_cmt_28,post_918_cmt_29,post_918_cmt_30,post_918_cmt_31,post_918_cmt_32,post_918_cmt_33,post_918_cmt_34,post_918_cmt_35,post_918_cmt_36,post_918_cmt_37,post_918_cmt_38,post_918_cmt_39,post_918_cmt_40,post_918_cmt_41,post_918_cmt_42,post_918_cmt_43,post_918_cmt_44,post_918_cmt_45,post_918_cmt_46,post_918_cmt_47,post_918_cmt_48,post_918_cmt_49,post_918_cmt_50",Tin tức xã hội
919,"Ông Mai Văn Khiêm, Giám đốc Trung tâm Dự báo khí tượng thủy văn quốc gia, cho biết hồi 4h ngày 13/6, vị trí tâm bão số 1 (tên quốc tế là bão Wutip) ở vào khoảng 17,9 độ vĩ Bắc, 108,9 độ kinh Đông, trên vùng biển phía Nam đảo Hải Nam (Trung Quốc).  Sức gió mạnh nhất vùng gần tâm bão mạnh cấp 10 (89-102km/h), giật cấp 13. Bão di chuyển theo hướng Tây Bắc với tốc độ khoảng 10km/h.","post_919_cmt_1,post_919_cmt_2,post_919_cmt_3,post_919_cmt_4,post_919_cmt_5,post_919_cmt_6,post_919_cmt_7,post_919_cmt_8,post_919_cmt_9,post_919_cmt_10,post_919_cmt_11,post_919_cmt_12,post_919_cmt_13,post_919_cmt_14,post_919_cmt_15,post_919_cmt_16,post_919_cmt_17,post_919_cmt_18,post_919_cmt_19,post_919_cmt_20,post_919_cmt_21,post_919_cmt_22,post_919_cmt_23,post_919_cmt_24,post_919_cmt_25,post_919_cmt_26,post_919_cmt_27,post_919_cmt_28,post_919_cmt_29,post_919_cmt_30,post_919_cmt_31,post_919_cmt_32,post_919_cmt_33,post_919_cmt_34,post_919_cmt_35,post_919_cmt_36,post_919_cmt_37,post_919_cmt_38,post_919_cmt_39,post_919_cmt_40,post_919_cmt_41,post_919_cmt_42,post_919_cmt_43,post_919_cmt_44,post_919_cmt_45,post_919_cmt_46,post_919_cmt_47,post_919_cmt_48,post_919_cmt_49,post_919_cmt_50",Tin tức xã hội
920,"Sáng nay, Hà Nội bầu bổ sung Phó Chủ tịch UBND TP và Phó Chủ tịch HĐND TP",post_920_cmt_1,Tin tức xã hội
921,"Phút cuối trước khi máy bay Ấn Độ lao xuống đất.  Theo video ghi lại Air India cất cánh nhưng không thể tăng độ cao, lao xuống đất và bốc cháy trong vòng 30 giây.","post_921_cmt_1,post_921_cmt_2,post_921_cmt_3,post_921_cmt_4,post_921_cmt_5,post_921_cmt_6,post_921_cmt_7,post_921_cmt_8,post_921_cmt_9,post_921_cmt_10,post_921_cmt_11,post_921_cmt_12,post_921_cmt_13,post_921_cmt_14,post_921_cmt_15,post_921_cmt_16,post_921_cmt_17,post_921_cmt_18,post_921_cmt_19,post_921_cmt_20,post_921_cmt_21,post_921_cmt_22,post_921_cmt_23,post_921_cmt_24,post_921_cmt_25,post_921_cmt_26,post_921_cmt_27,post_921_cmt_28,post_921_cmt_29,post_921_cmt_30,post_921_cmt_31,post_921_cmt_32,post_921_cmt_33,post_921_cmt_34,post_921_cmt_35,post_921_cmt_36,post_921_cmt_37,post_921_cmt_38,post_921_cmt_39,post_921_cmt_40,post_921_cmt_41,post_921_cmt_42,post_921_cmt_43,post_921_cmt_44,post_921_cmt_45,post_921_cmt_46,post_921_cmt_47,post_921_cmt_48,post_921_cmt_49,post_921_cmt_50",Tin tức xã hội
922,"Ngồi dậy đi vệ sinh thì thấy chú giường bên ngồi co ro với từng cơn đau 😢  Chú là K giai đoạn cuối từ 6 năm trước rồi nhưng vẫn lạc quan chiến đấu tới giờ. Vì giờ nó d,i căn khắp người rồi nên thấy chú đau lắm, cả phòng ai cũng nằm nghỉ có mình chú ngồi co ro với từng cơn đau.  Lúc không đau thì toàn nói chuyện tiếu lâm, còn lúc như này thì chắc chú cũng đã rất cố gắng...","post_922_cmt_1,post_922_cmt_2,post_922_cmt_3,post_922_cmt_4,post_922_cmt_5,post_922_cmt_6,post_922_cmt_7,post_922_cmt_8,post_922_cmt_9,post_922_cmt_10,post_922_cmt_11,post_922_cmt_12,post_922_cmt_13,post_922_cmt_14,post_922_cmt_15,post_922_cmt_16,post_922_cmt_17,post_922_cmt_18,post_922_cmt_19,post_922_cmt_20,post_922_cmt_21,post_922_cmt_22,post_922_cmt_23,post_922_cmt_24,post_922_cmt_25,post_922_cmt_26,post_922_cmt_27,post_922_cmt_28,post_922_cmt_29,post_922_cmt_30,post_922_cmt_31,post_922_cmt_32,post_922_cmt_33,post_922_cmt_34,post_922_cmt_35,post_922_cmt_36,post_922_cmt_37,post_922_cmt_38,post_922_cmt_39,post_922_cmt_40,post_922_cmt_41,post_922_cmt_42,post_922_cmt_43,post_922_cmt_44,post_922_cmt_45,post_922_cmt_46,post_922_cmt_47,post_922_cmt_48,post_922_cmt_49,post_922_cmt_50",Tin tức xã hội
923,"[TIN SHOCK GIỮA ĐÊM]  Sau kết quả thử nghiệm đầu tháng 6: lượng đơn tăng 20–30%, Shopee quyết định triển khai chương trình PHÍ SHIP 0Đ MỌI ĐƠN từ 01/07 dù là 1 chiếc kẹp tóc, hay 1 chiếc tất. Đơn được giao đến bất ký đâu ở Việt Nam  Trung thành với chiến lược freeship vẫn được xem là chiến lược cốt lõi từ khi thành lập, nay Shopee chính thức triển khai Freeship 0đ mọi đơn hàng từ tháng 7, được cho là bước đột phá nhằm thúc đẩy thương mại điện tử, giúp nhà bán tăng trưởng doanh thu.  ""Mục tiêu cuối là để người tiêu dùng không còn phải nghĩ đến phí vận chuyển.  Chúng tôi rất tự hào là cuối cùng đã đạt được mục tiêu này và tin rằng sẽ tạo được một đợt tăng trưởng mới, qua đó giúp các nhà kinh doanh trên Shopee liên tục tăng doanh thu và khách hàng.  Cùng với nhiều chương trình khác đã, đang và sẽ thực hiện, chúng tôi hy vọng sẽ tiếp tục đóng góp cho sự phát triển bền vững của thương mại điện tử tại Việt Nam"", đại diện Shopee Việt Nam chia sẻ.  Theo Tuổi Trẻ  #ShopeeVN.","post_923_cmt_1,post_923_cmt_2,post_923_cmt_3,post_923_cmt_4,post_923_cmt_5,post_923_cmt_6,post_923_cmt_7,post_923_cmt_8,post_923_cmt_9,post_923_cmt_10,post_923_cmt_11,post_923_cmt_12,post_923_cmt_13,post_923_cmt_14,post_923_cmt_15,post_923_cmt_16,post_923_cmt_17,post_923_cmt_18,post_923_cmt_19,post_923_cmt_20,post_923_cmt_21,post_923_cmt_22,post_923_cmt_23,post_923_cmt_24,post_923_cmt_25,post_923_cmt_26,post_923_cmt_27,post_923_cmt_28,post_923_cmt_29,post_923_cmt_30,post_923_cmt_31,post_923_cmt_32,post_923_cmt_33,post_923_cmt_34,post_923_cmt_35,post_923_cmt_36,post_923_cmt_37,post_923_cmt_38,post_923_cmt_39,post_923_cmt_40,post_923_cmt_41,post_923_cmt_42,post_923_cmt_43,post_923_cmt_44,post_923_cmt_45,post_923_cmt_46,post_923_cmt_47,post_923_cmt_48,post_923_cmt_49,post_923_cmt_50",Tin tức xã hội
924,Dễ thương 🥰 Video: huyentrang,"post_924_cmt_1,post_924_cmt_2,post_924_cmt_3,post_924_cmt_4,post_924_cmt_5,post_924_cmt_6,post_924_cmt_7,post_924_cmt_8,post_924_cmt_9,post_924_cmt_10,post_924_cmt_11,post_924_cmt_12,post_924_cmt_13,post_924_cmt_14,post_924_cmt_15,post_924_cmt_16,post_924_cmt_17,post_924_cmt_18,post_924_cmt_20,post_924_cmt_21",Tin tức xã hội
925,"NHỮNG KHUNG HÌNH TUYỆT ĐỐI ẤN TƯỢNG CỦA CÁC CHIẾN SĨ QUẢ CẢM   Chương trình ""Chiến Sĩ Quả Cảm"" đã tung bộ ảnh Fireblast, ghi lại những phút giây nghẹt thở khi dàn cast đối mặt với sự huấn luyện khắt khe trong không gian khép kín.  12 nam thần VBiz lăn xả, hoá thân thành những chiến sĩ PCCC với các nhiệm vụ đầy thách thức từ Bộ Công An.  © Chương trình Chiến Sĩ Quả Cảm thuộc bản quyền của Bộ Công an và Công ty Zeit Media.  #ChienSiQuaCam #BoCongan #Zeit","post_925_cmt_1,post_925_cmt_2,post_925_cmt_3,post_925_cmt_4,post_925_cmt_5,post_925_cmt_6,post_925_cmt_7,post_925_cmt_8",Tin tức xã hội
926,"Ban tổ chức Hoa Hậu Việt Nam 2024 thông báo điều chỉnh thời gian diễn ra đêm chung kết   Những ngày qua, Ban tổ chức Hoa hậu Việt Nam năm 2024 đã phải đối mặt với nhiều thử thách do yếu tố dị thường của thời tiết khiến mưa lớn kéo dài, nước dâng tại thành phố Huế. Diễn biến thời tiết bất lợi này đã tác động không nhỏ đến tiến độ thi công sân khấu cũng như lịch trình tập luyện của các thí sinh.  Với kinh nghiệm gần 37 năm tổ chức cuộc thi Hoa hậu Việt Nam, Ban tổ chức thấu hiểu chất lượng cuộc thi là ưu tiên hàng đầu. Do đó, để đảm bảo công tác tổ chức diễn ra thuận lợi, đồng thời thích ứng với điều kiện thời tiết thực tế, Ban tổ chức quyết định điều chỉnh thời gian diễn ra đêm chung kết Hoa hậu Việt Nam 2024. Thời gian mới của đêm chung kết sớm được công bố trong thời gian tới.  #HoahauVietNam #hhvn2024 #HHVN #hoangthanhmedia #baotienphong #missvietnam",,Tin tức xã hội
927,Làm sao giấu được ánh mắt của kẻ si tình 🤣 #28unique #28uniquepodcast #quanap,"post_927_cmt_1,post_927_cmt_2,post_927_cmt_3,post_927_cmt_4,post_927_cmt_5,post_927_cmt_6,post_927_cmt_7,post_927_cmt_8,post_927_cmt_9,post_927_cmt_10,post_927_cmt_11,post_927_cmt_12,post_927_cmt_13,post_927_cmt_14,post_927_cmt_15,post_927_cmt_16,post_927_cmt_17,post_927_cmt_18,post_927_cmt_19,post_927_cmt_20,post_927_cmt_21,post_927_cmt_22",Tin tức xã hội
928,TÌM THẤY 1 NGƯỜI SỐNG SÓT TRÊN CHUYẾN BAY GẶP NẠN TẠI ẤN ĐỘ,"post_928_cmt_1,post_928_cmt_2,post_928_cmt_3,post_928_cmt_4,post_928_cmt_5,post_928_cmt_6,post_928_cmt_7,post_928_cmt_8,post_928_cmt_9,post_928_cmt_10,post_928_cmt_11,post_928_cmt_12,post_928_cmt_13,post_928_cmt_14,post_928_cmt_15,post_928_cmt_16,post_928_cmt_17,post_928_cmt_18,post_928_cmt_19,post_928_cmt_20,post_928_cmt_21,post_928_cmt_22,post_928_cmt_23,post_928_cmt_24,post_928_cmt_25,post_928_cmt_26,post_928_cmt_27,post_928_cmt_28,post_928_cmt_29,post_928_cmt_30,post_928_cmt_31,post_928_cmt_32,post_928_cmt_33,post_928_cmt_34,post_928_cmt_35,post_928_cmt_36,post_928_cmt_37,post_928_cmt_38,post_928_cmt_39,post_928_cmt_40,post_928_cmt_41,post_928_cmt_42,post_928_cmt_43,post_928_cmt_44,post_928_cmt_45,post_928_cmt_46,post_928_cmt_47,post_928_cmt_48,post_928_cmt_49,post_928_cmt_50",Tin tức xã hội
929,"10 NĂM HIẾM MUỘN, 3 LẦN IVF THẤT BẠI, KỲ TÍCH BẤT NGỜ ĐẾN VỚI GIA ĐÌNH  “Tôi từng nghĩ hành trình làm mẹ của mình đã khép lại…” - đó là lời chia sẻ đầy nghẹn ngào của chị Thúy (Bắc Ninh) sau 10 năm mòn mỏi tìm con, đi khắp các bệnh viện, trải qua 3 lần IVF thất bại và vô số lần rơi nước mắt.   Tưởng chừng phải buông xuôi, thế nhưng gia đình chị vẫn quyết định đặt niềm tin thêm một lần nữa và hành trình ấy được viết tiếp tại IVF Hồng Ngọc Yên Ninh.  Tại đây, ThS.BS Nguyễn Hồng Hạnh đã thăm khám và hỗ trợ chị Thúy tìm nguyên nhân thất bại ở những lần chuyển phôi trước. Khuyết s.ẹ.o m.ổ cũ và tình trạng vòi trứng ứ dịch chính là “chướng ngại thầm lặng” ngăn cản chị Thúy chạm tới giấc mơ làm mẹ. Do đó, trước khi chuyển phôi, bác sĩ Hồng Hạnh phải tiến hành mổ nội soi xử lý vết s.ẹo m.ổ và các vấn đề gây cản trở đến quá trình đậu thai.   Với phác đồ điều trị 1:1 riêng biệt và sự đồng hành của bác sĩ Hạnh trong suốt hành trình, gia đình chị Thúy vỡ òa hạnh phúc khi đón bé trai kháu khỉnh, khỏe mạnh trong vòng tay.  Từ trường hợp của chị Thúy cùng sự thấu hiểu nỗi đau và gánh nặng mà các cặp vợ chồng hiếm muộn phải trải qua, Trung tâm IVF Hồng Ngọc Yên Ninh đã chính thức triển khai chương trình ý nghĩa ""Chắp Cánh Ước Mơ"", trao cơ hội cho những cặp vợ chồng từng thực hiện IVF thất bại.  Mỗi tháng, chương trình sẽ tiếp nhận và xét duyệt 30 ca, với mức hỗ trợ lên đến 100% chi phí khi thực hiện IVF (tùy theo độ phức tạp của từng trường hợp). Chương trình chính thức nhận hồ sơ từ tháng 6/2025 tại Trung tâm IVF Hồng Ngọc Yên Ninh.","post_929_cmt_1,post_929_cmt_2,post_929_cmt_3,post_929_cmt_4,post_929_cmt_5,post_929_cmt_6,post_929_cmt_7,post_929_cmt_8,post_929_cmt_9,post_929_cmt_10,post_929_cmt_11,post_929_cmt_12,post_929_cmt_13,post_929_cmt_14,post_929_cmt_15,post_929_cmt_16,post_929_cmt_17,post_929_cmt_18,post_929_cmt_19,post_929_cmt_20,post_929_cmt_21,post_929_cmt_22,post_929_cmt_24",Tin tức xã hội
930,TIN VUI CHO CHỊ EM   #ASLSHANOI2025 #VSAPS #ASLSVSAPS #ASLSVSAPSHANOI2025 #ASLSBYDEMIRE #Demire2025 #HoiNghiQuocTe #ThamMyNoiKhoa #CellTraining #HybridAesthetics #ASLS,"post_930_cmt_1,post_930_cmt_2,post_930_cmt_3,post_930_cmt_4,post_930_cmt_5,post_930_cmt_6,post_930_cmt_7,post_930_cmt_8,post_930_cmt_9,post_930_cmt_10,post_930_cmt_11,post_930_cmt_12,post_930_cmt_13,post_930_cmt_14,post_930_cmt_15,post_930_cmt_16,post_930_cmt_17,post_930_cmt_18,post_930_cmt_19,post_930_cmt_20",Tin tức xã hội
931,"- BỐ ƠI!!!  Nhà phơi ít đỗ mà trời mưa bất chợt, hai bố con chạy ra thu vội. Công nhận bố có cô con gái nhanh nhẹn thật. Khoảnh khắc nhỏ nhưng chắc chắn đây sẽ là kỷ niệm đẹp sau này của hai bố con🥰  Video: tsundereab123","post_931_cmt_1,post_931_cmt_2,post_931_cmt_3,post_931_cmt_4,post_931_cmt_5,post_931_cmt_6,post_931_cmt_7,post_931_cmt_8,post_931_cmt_9,post_931_cmt_10,post_931_cmt_11,post_931_cmt_12,post_931_cmt_13,post_931_cmt_14,post_931_cmt_15,post_931_cmt_16,post_931_cmt_17,post_931_cmt_18,post_931_cmt_19,post_931_cmt_20,post_931_cmt_21,post_931_cmt_22,post_931_cmt_23,post_931_cmt_24,post_931_cmt_25,post_931_cmt_26,post_931_cmt_27,post_931_cmt_28,post_931_cmt_29,post_931_cmt_30,post_931_cmt_31,post_931_cmt_32,post_931_cmt_33,post_931_cmt_34,post_931_cmt_35,post_931_cmt_36,post_931_cmt_37,post_931_cmt_38,post_931_cmt_39,post_931_cmt_40,post_931_cmt_41,post_931_cmt_42,post_931_cmt_43,post_931_cmt_44,post_931_cmt_45,post_931_cmt_46,post_931_cmt_47,post_931_cmt_48,post_931_cmt_49,post_931_cmt_50",Tin tức xã hội
932,"Chỉ biết ước: Quân A.P là hoàng tử hàng thật giá thật, có đại gia chống lưng? 🫵🥹","post_932_cmt_1,post_932_cmt_2",Tin tức xã hội
933,"MỘT TỔN THẤT LỚN CỦA ẤN ĐỘ...  Theo trang tin News Nine của Ấn Độ, ít nhất 20 sinh viên y khoa được cho là đã tuvong khi chiếc máy bay của hãng Air India rơi vào ký túc xá của Trường Cao đẳng Y khoa B. J. ở Ahmedabad.  Hiện chưa rõ có bao nhiêu người có mặt trong tòa nhà tại thời điểm máy bay rơi.","post_933_cmt_1,post_933_cmt_2,post_933_cmt_3,post_933_cmt_4,post_933_cmt_5,post_933_cmt_6,post_933_cmt_7,post_933_cmt_8,post_933_cmt_9,post_933_cmt_10,post_933_cmt_11,post_933_cmt_12,post_933_cmt_13,post_933_cmt_14,post_933_cmt_15,post_933_cmt_16,post_933_cmt_17,post_933_cmt_18,post_933_cmt_19,post_933_cmt_20,post_933_cmt_21,post_933_cmt_22,post_933_cmt_24,post_933_cmt_25,post_933_cmt_26,post_933_cmt_27,post_933_cmt_28,post_933_cmt_29,post_933_cmt_30,post_933_cmt_31,post_933_cmt_32,post_933_cmt_33,post_933_cmt_34,post_933_cmt_35,post_933_cmt_36,post_933_cmt_37,post_933_cmt_38,post_933_cmt_39,post_933_cmt_40,post_933_cmt_41,post_933_cmt_42,post_933_cmt_43,post_933_cmt_44,post_933_cmt_45,post_933_cmt_46",Tin tức xã hội
934,"KHÔNG NHƯ BỐ NGHĨ ĐÂU !!! Nay Winner X không chỉ đẹp mà còn dễ sở hữu bởi ưu đãi ngon lành:  - Hỗ trợ phí đăng ký xe trị giá 4 triệu đồng  - Hoặc trả góp 0% lãi suất!  T.a.g hoặc sh.a.r.e ngay cho phụ huynh để hốt liền chiến mã này nha,  #HondaVietnam #ThePowerOfDreams #Howwemoveyou #UuDaiDinh #DinhChatX #WinnerX","post_934_cmt_1,post_934_cmt_2,post_934_cmt_3,post_934_cmt_4,post_934_cmt_5,post_934_cmt_6,post_934_cmt_7,post_934_cmt_8,post_934_cmt_9,post_934_cmt_10,post_934_cmt_11,post_934_cmt_12,post_934_cmt_13,post_934_cmt_14,post_934_cmt_15,post_934_cmt_16,post_934_cmt_17,post_934_cmt_18,post_934_cmt_19,post_934_cmt_20,post_934_cmt_21,post_934_cmt_22,post_934_cmt_23,post_934_cmt_24,post_934_cmt_25,post_934_cmt_26,post_934_cmt_27,post_934_cmt_28,post_934_cmt_29,post_934_cmt_30,post_934_cmt_31,post_934_cmt_32,post_934_cmt_33,post_934_cmt_34,post_934_cmt_35,post_934_cmt_36,post_934_cmt_37,post_934_cmt_38,post_934_cmt_39,post_934_cmt_40,post_934_cmt_41,post_934_cmt_42,post_934_cmt_43,post_934_cmt_44,post_934_cmt_45,post_934_cmt_46,post_934_cmt_47,post_934_cmt_48,post_934_cmt_49,post_934_cmt_50",Tin tức xã hội
935,"Các bác sĩ tại khoa Sản Phụ khoa, BVĐK Hồng Ngọc vừa thực hiện 1 ca phẫu thuật dài hơn 3 tiếng, bóc tách khối u xơ tử cung nặng hơn 1,4kg cho nữ bệnh nhân N.T. T (49 tuổi).  Qua khai thác tiền sử, bệnh nhân T cho biết chị đã phát hiện u xơ khoảng 10 năm nay nhưng trì hoãn điều trị vì bận lo công việc, trong thời gian đó có dùng thuốc lá Đông Y nhưng không thuyên giảm.   ThS.BSCKII Nguyễn Văn Xuyên khuyến cáo chị em nên thực hiện khám phụ khoa định kỳ, đặc biệt là những người có tiền sử u xơ tử cung, u nang buồng trứng. Khi gặp phải các triệu chứng bất thường, hãy đến cơ sở y tế chuyên khoa để được bác sĩ thăm khám và xử lý kịp thời.","post_935_cmt_1,post_935_cmt_2,post_935_cmt_3,post_935_cmt_4,post_935_cmt_5,post_935_cmt_6,post_935_cmt_7",Tin tức xã hội
936,"Cơn lũ bất thường đã cuốn đi mùa màng, cuốn cả đi những ước mơ của bà con Quảng Nam. Dưa hấu Đại Cường, Đại Lộc bà con bán chỉ 4k/kg. Nhìn những gương mặt thẫn thờ, bơ phờ mà thương quá... Video: Hội An","post_936_cmt_1,post_936_cmt_2,post_936_cmt_3,post_936_cmt_4,post_936_cmt_5,post_936_cmt_6,post_936_cmt_7,post_936_cmt_8,post_936_cmt_9,post_936_cmt_10,post_936_cmt_11,post_936_cmt_12,post_936_cmt_13,post_936_cmt_14,post_936_cmt_15,post_936_cmt_16,post_936_cmt_17,post_936_cmt_18,post_936_cmt_19,post_936_cmt_20,post_936_cmt_21,post_936_cmt_22,post_936_cmt_23,post_936_cmt_24,post_936_cmt_25,post_936_cmt_26,post_936_cmt_27,post_936_cmt_28,post_936_cmt_29,post_936_cmt_30,post_936_cmt_31,post_936_cmt_32,post_936_cmt_33,post_936_cmt_34,post_936_cmt_35,post_936_cmt_36,post_936_cmt_37,post_936_cmt_38,post_936_cmt_39,post_936_cmt_40,post_936_cmt_41,post_936_cmt_42,post_936_cmt_43,post_936_cmt_44,post_936_cmt_45,post_936_cmt_46,post_936_cmt_47,post_936_cmt_48,post_936_cmt_49,post_936_cmt_50",Tin tức xã hội
937,Chạy đâu cho thoát,"post_937_cmt_1,post_937_cmt_2,post_937_cmt_3,post_937_cmt_4,post_937_cmt_5,post_937_cmt_6,post_937_cmt_7,post_937_cmt_8,post_937_cmt_9,post_937_cmt_10,post_937_cmt_11,post_937_cmt_12,post_937_cmt_13,post_937_cmt_14,post_937_cmt_15,post_937_cmt_16,post_937_cmt_17,post_937_cmt_18,post_937_cmt_19,post_937_cmt_20,post_937_cmt_21,post_937_cmt_22,post_937_cmt_23,post_937_cmt_24,post_937_cmt_25,post_937_cmt_26,post_937_cmt_27,post_937_cmt_28,post_937_cmt_29,post_937_cmt_30,post_937_cmt_31,post_937_cmt_32,post_937_cmt_34",Social Slang
938,‼️Máy bay ở Ấn Độ rơi xuống nhà tập thể dành cho bác sĩ  Quan chức cảnh sát cho biết máy bay của Air India rơi xuống khu nhà tập thể dành cho các bác sĩ được xây dựng ngay cạnh sân bay.,"post_938_cmt_1,post_938_cmt_2,post_938_cmt_3,post_938_cmt_4,post_938_cmt_5,post_938_cmt_6,post_938_cmt_7,post_938_cmt_8,post_938_cmt_9,post_938_cmt_10,post_938_cmt_11,post_938_cmt_12,post_938_cmt_13,post_938_cmt_14,post_938_cmt_15,post_938_cmt_16,post_938_cmt_17,post_938_cmt_18,post_938_cmt_19,post_938_cmt_20,post_938_cmt_21,post_938_cmt_22,post_938_cmt_23,post_938_cmt_24,post_938_cmt_25,post_938_cmt_26,post_938_cmt_27,post_938_cmt_28,post_938_cmt_29,post_938_cmt_30,post_938_cmt_31,post_938_cmt_32,post_938_cmt_33,post_938_cmt_34,post_938_cmt_35,post_938_cmt_36,post_938_cmt_37,post_938_cmt_38,post_938_cmt_39,post_938_cmt_40,post_938_cmt_41,post_938_cmt_42,post_938_cmt_43,post_938_cmt_44,post_938_cmt_45",Tin tức xã hội
939,Trò thi nhưng người mệt là thầy 🤣,"post_939_cmt_1,post_939_cmt_2,post_939_cmt_3,post_939_cmt_4",Chương trình giải trí
940,Khoác áo blouse khám bệnh miễn phí để bán thuốc giá cao cho bà con vùng cao,post_940_cmt_1,Tin tức xã hội
