post_id,content,comment_ids
816,"Phan Thị Hải tưởng như cả thế giới sụp đổ khi nhận được tin nhắn của người chồng Hàn Quốc đề nghị ly hôn, khi cô đang mang thai tháng thứ 5. #VnExpress",
817,"Nguyễn Văn Tâm, 28 tuổi, cùng người tình dụ nhiều người sang Campuchia làm việc lương cao, rồi bán họ vào công ty lừa đảo của người Trung Quốc.",post_817_cmt_1
818,Hà Nội dự kiến thu phí cao tốc do thành phố quản lý👇 #VnExpress,post_818_cmt_1
819,"Trong video được đăng trên kênh Tiktok 'Nga tích cực', bé gái 8 tuổi mặc áo hồng cẩn thận xúc từng thìa cơm cho mẹ, người phụ nữ bị cụt tứ chi ngồi trên xe lăn nhìn con ân cần.  Đoạn video lan truyền mạnh mẽ trên mạng, thu hút hơn một triệu lượt xem và hàng nghìn bình luận. Nhiều người cho biết họ không cầm được nước mắt khi xem những hình ảnh này. ""Xem mà nghẹn lòng"", một tài khoản viết. ""Không còn tay chân nhưng vẫn còn con gái nhỏ làm đôi tay cho mẹ. Thương thật sự""; ""Cảm ơn bé con vì đã cho mọi người thấy thế nào là tình thân, là yêu thương vô điều kiện""... những người khác cho biết. #VnExpress",
820,Thuốc vứt ra bãi rác Đà Nẵng là của công ty dược👇 #VnExpress,"post_820_cmt_1,post_820_cmt_2,post_820_cmt_3"
821,Nguyên thứ trưởng Bộ Lao động Thương binh và Xã hội bị bắt👇,post_821_cmt_1
822,"Ông Điệp, 60 tuổi, vùng cột sống thắt lưng có mảnh đạn kẹt hơn 40 năm qua. Ông đã hai lần phẫu thuật lấy ra nhưng bất thành. Gần đây, ông đau lưng, đau chân nặng hơn, đi lại khó khăn, chụp cộng hưởng từ MRI và CT cột sống thắt lưng tại Bệnh viện Đa khoa Tâm Anh Hà Nội ghi nhận dị vật kim loại kích thước 1x2 cm nằm ở vùng cánh xương cùng (vùng cuối của cột sống), ống sống thắt lưng bị hẹp nặng do tổn thương thoái hóa.  ThS. BS Lê Văn Ngân, khoa Ngoại Thần kinh - Cột sống, cho biết dị vật gây viêm các tổ chức xung quanh. Người bệnh còn bị chèn ép rễ thần kinh hai bên nặng nghiêm trọng dẫn teo cơ chân và rối loạn cơ tròn khiến vận động, đại tiểu tiện và sinh hoạt hàng ngày khó khăn.  Các bác sĩ quyết định khoan mài một phần xương cột sống để tạo đường vào gắp dị vật. Ông Điệp đã trải qua hai lần phẫu thuật nên lần này êkíp lựa chọn phương pháp vi phẫu - kỹ thuật phẫu thuật ít xâm lấn, sử dụng kính hiển vi để can thiệp chính xác vào vùng tổn thương. Ưu điểm của phương pháp là giảm đau sau mổ, hạn chế tổn thương mô lành và giúp bệnh nhân phục hồi nhanh.  #bvđktamanh #ngoaithankinhcotsong #viphau #phauthuatcotsong #ADS","post_822_cmt_1,post_822_cmt_2"
823,"Sàn online kê khai, nộp thuế thay người bán từ 1/7👇 #VnExpress","post_823_cmt_1,post_823_cmt_2,post_823_cmt_3,post_823_cmt_4,post_823_cmt_5,post_823_cmt_6"
824,'Đại gia' Thái Lan thâu tóm Nhựa Duy Tân👇 #VnExpress,post_824_cmt_1
825,"Cầu Phong Châu mới đang được thi công dầm, đạt 50% khối lượng, dự kiến tháng 9 hợp long và cơ bản hoàn thành vào tháng 10. #VnExpress",post_825_cmt_1
826,"Sau quá trình theo dõi, các trinh sát Phòng Cảnh sát kinh tế công an tỉnh Bình Dương bất ngờ ập vào văn phòng công chứng tại TP Dĩ An, bắt giữ nhiều nghi can lừa đảo. #VnExpress","post_826_cmt_1,post_826_cmt_2"
827,'Bão Wutip vẫn có khả năng đi vào vịnh Bắc Bộ'👇 #VnExpress,post_827_cmt_1
828,Vợ bịa chuyện bị cướp vì lỡ tiêu hết tiền lương không còn để đưa cho chồng👇 #VnExpress,"post_828_cmt_1,post_828_cmt_2,post_828_cmt_3,post_828_cmt_4,post_828_cmt_5,post_828_cmt_6,post_828_cmt_7,post_828_cmt_8,post_828_cmt_9,post_828_cmt_10"
829,Ôtô khi đến giao lộ va chạm với xe máy khiến hai người phụ nữ và một trẻ em bị tông văng. #VnExpress,"post_829_cmt_1,post_829_cmt_2,post_829_cmt_3,post_829_cmt_4,post_829_cmt_5,post_829_cmt_6,post_829_cmt_7,post_829_cmt_8,post_829_cmt_9,post_829_cmt_10,post_829_cmt_11,post_829_cmt_12,post_829_cmt_13,post_829_cmt_14,post_829_cmt_15,post_829_cmt_16,post_829_cmt_17,post_829_cmt_18,post_829_cmt_19,post_829_cmt_20,post_829_cmt_21,post_829_cmt_22,post_829_cmt_23,post_829_cmt_24,post_829_cmt_25,post_829_cmt_26,post_829_cmt_27,post_829_cmt_28,post_829_cmt_29,post_829_cmt_30,post_829_cmt_31,post_829_cmt_32,post_829_cmt_33,post_829_cmt_34,post_829_cmt_35,post_829_cmt_36,post_829_cmt_37,post_829_cmt_38"
830,Tỷ phú Elon Musk đăng thông điệp thừa nhận ông cảm thấy hối hận về một số nội dung đã đăng trong cuộc khẩu chiến vừa qua liên quan Tổng thống Mỹ Donald Trump. #VnExpress,post_830_cmt_1
831,Ngân hàng Nhà nước sắp xóa độc quyền vàng miếng👇 #VnExpress,post_831_cmt_1
832,"Vợ bị lừa 82 triệu đồng, chồng bức xúc đăng đàn lên Facebook, kết quả bị phạt 7,5 triệu đồng👇 #VnExpress","post_832_cmt_1,post_832_cmt_2,post_832_cmt_3,post_832_cmt_4,post_832_cmt_5,post_832_cmt_6,post_832_cmt_7,post_832_cmt_8,post_832_cmt_9,post_832_cmt_10,post_832_cmt_11,post_832_cmt_12,post_832_cmt_13,post_832_cmt_14,post_832_cmt_15,post_832_cmt_16,post_832_cmt_17"
833,"'Nhìn giá nhảy vọt từ 5 tỷ lên 8 tỷ, rồi 10 tỷ, chủ đất mừng như đào được mỏ vàng... Nhưng đời không như mơ, rao bán suốt gần hai năm nay, qua bao nhiêu môi giới, đăng tin khắp nơi, miếng đất vẫn chưa bán được', chia sẻ từ độc giả👇 #VnExpress","post_833_cmt_1,post_833_cmt_2,post_833_cmt_3,post_833_cmt_4,post_833_cmt_5,post_833_cmt_6,post_833_cmt_7,post_833_cmt_8,post_833_cmt_9,post_833_cmt_10,post_833_cmt_11,post_833_cmt_12,post_833_cmt_13,post_833_cmt_14,post_833_cmt_15,post_833_cmt_16,post_833_cmt_17,post_833_cmt_18,post_833_cmt_19,post_833_cmt_20,post_833_cmt_21,post_833_cmt_22,post_833_cmt_23,post_833_cmt_24,post_833_cmt_25,post_833_cmt_26,post_833_cmt_27"
834,Hà Nội công bố đáp án thi lớp 10👇 #VnExpress,post_834_cmt_1
835,Dự kiến 30/6 công bố bộ máy lãnh đạo các tỉnh mới👇,post_835_cmt_1
836,"Australia, Mỹ, châu Âu... tận dụng cột điện, bốt điện thoại cũ để mở rộng mạng lưới trạm sạc xe điện công cộng, thúc đẩy quá trình chuyển đổi xanh trong giao thông. #ADS",
837,Nhóm thanh thiếu niên cầm kiếm chặn xe cướp tiền ở Hà Nội #VnExpress,"post_837_cmt_1,post_837_cmt_2,post_837_cmt_3,post_837_cmt_4,post_837_cmt_5,post_837_cmt_6,post_837_cmt_7,post_837_cmt_8"
838,TP HCM công bố đáp án 3 môn thi lớp 10 công lập👇 #VnExpress,"post_838_cmt_1,post_838_cmt_2"
839,Đánh hàng xóm tử vong vì mâu thuẫn chó phóng uế,"post_839_cmt_1,post_839_cmt_2,post_839_cmt_3,post_839_cmt_4,post_839_cmt_5,post_839_cmt_6,post_839_cmt_7,post_839_cmt_8,post_839_cmt_9,post_839_cmt_10,post_839_cmt_11,post_839_cmt_12,post_839_cmt_13,post_839_cmt_14,post_839_cmt_15,post_839_cmt_16,post_839_cmt_17,post_839_cmt_18,post_839_cmt_19,post_839_cmt_20,post_839_cmt_21,post_839_cmt_22,post_839_cmt_23,post_839_cmt_24,post_839_cmt_25,post_839_cmt_26,post_839_cmt_27"
840,Hai TikToker bị bắt vì xuyên tạc nguyên lãnh đạo Công an TP HCM👇,post_840_cmt_1
841,"Thủ tướng yêu cầu xử lý đầu cơ, tăng giá vật liệu xây dựng 👇👇",post_841_cmt_1
842,"2025 đánh dấu 30 năm HP hoạt động tại Việt Nam, 40 năm tiên phong kỹ thuật in phun nhiệt, giúp tiết kiệm giấy mực, tăng năng suất, xây dựng ngành in bền vững. #HPVietnamDay2025 #futureofwork #HP #ADS",
843,Bộ Tài chính: Hộ kê khai nộp theo doanh thu gấp 7 lần thuế khoán 👇👇,post_843_cmt_1
844,'Cần giữ lại tối đa địa danh nổi tiếng khi sắp xếp bộ máy' 👇👇,post_844_cmt_1
845,"BIỂU TÌNH TĂNG NHIỆT Ở LOS ANGELES  Các cuộc biểu tình phản đối truy quét nhập cư ở Los Angeles không có dấu hiệu hạ nhiệt kể từ khi bùng phát hôm 6/6, một số nơi còn xảy ra đụng độ, đốt phá.👇",post_845_cmt_1
846,"Hình ảnh camera và lời kể nhân chứng cho thấy hai thanh niên chạy xe máy sát nhau với tốc độ cao rồi lao vào nhà dân, tiếng va chạm như pháo nổ, cả hai tử vong sau đó.",
847,Chính phủ muốn giao quyền gọi nhập ngũ cho Chủ tịch xã👇,post_847_cmt_1
848,4 người trong đường dây ma túy tông tử vong thiếu tá CSGT bị đề nghị án tử hình👇,"post_848_cmt_1,post_848_cmt_2"
849,Phi công chuyến bay AXM512 từ Kuala Lumpur đến Hà Nội phát hiện 3 chiếc diều bay gần đường băng khi máy bay chuẩn bị hạ cánh xuống sân bay Nội Bài. #VnExpress,"post_849_cmt_1,post_849_cmt_2"
850,"Từ 1/7, nhiều người khám chữa bệnh trái tuyến vẫn được hưởng 100% BHYT 👇👇 #VnExpress","post_850_cmt_1,post_850_cmt_2,post_850_cmt_3"
851,"‘Cũng như ‘đã uống rượu bia thì không lái xe', đã kinh doanh phải nộp thuế; vấn đề là nộp thuế công bằng’ 👇👇 #VnExpress",post_851_cmt_1
852,"Nước lũ chảy xiết, cầu phao Phong Châu dừng hoạt động #VnExpress","post_852_cmt_1,post_852_cmt_2,post_852_cmt_3"
853,"Cảnh sát Thái Lan triệt phá ổ lừa đảo trực tuyến gây thiệt hại 1,2 triệu USD mỗi tháng ở Bangkok, bắt 27 người Việt. #VnExpress","post_853_cmt_1,post_853_cmt_2"
854,"Dị dạng lồng ngực là một trong những bất thường bẩm sinh. Các dị dạng lồng ngực như ngực lõm sâu, gồ cao hay bất đối xứng… không chỉ là vấn đề thẩm mỹ, đây có thể là dấu hiệu cảnh báo cho vấn đề sức khỏe tim phổi.  TTND.PGS.TS.BS.CKII Nguyễn Hữu Ước, Trưởng khoa Phẫu thuật Tim, Mạch máu và Lồng ngực, BVĐK Tâm Anh Hà Nội cho biết nhiều phụ huynh chủ quan, cho rằng các bất thường ngực ở trẻ sẽ tự hết khi lớn. Thực tế, tình trạng thường nặng dần theo thời gian. Trẻ lớn mới phát hiện dễ tự ti, xấu hổ, ảnh hưởng đến tâm lý và chất lượng sống. Nhiều trường hợp nặng còn gây khó thở, hồi hộp, đau tức ngực, hạn chế vận động do ảnh hưởng chức năng tim phổi.  Dị dạng lồng ngực có thể điều trị hiệu quả nếu được phát hiện sớm và can thiệp đúng thời điểm.  ⚡ Phẫu thuật Nuss – Giải pháp hiện đại, ít xâm lấn đang trở thành lựa chọn ưu tiên, giúp người bệnh:  - Hồi phục hình dáng lồng ngực tự nhiên.  - Giảm đau tốt, hạn chế biến chứng, nhanh chóng trở lại sinh hoạt bình thường.  - An toàn nhờ sự phối hợp chặt chẽ của ê-kíp liên chuyên khoa gồm phẫu thuật lồng ngực, tim mạch và gây mê hồi sức…  ⏰20h00 - thứ Tư, ngày 11/06/2025, các chuyên gia hàng đầu lĩnh vực Tim mạch và Phẫu thuật mạch máu - lồng ngực của BVĐK Tâm Anh Hà Nội sẽ cung cấp nhiều kiến thức hữu ích về các bệnh lý tim mạch nguy hiểm và giải pháp chẩn đoán sớm giúp điều trị hiệu quả:  - TTND.PGS.TS.BS.CKII Nguyễn Hữu Ước - Trưởng khoa Phẫu thuật Tim, Mạch máu và Lồng ngực - TS.BS Nguyễn Thị Duyên - Phó khoa Tim mạch - ThS.BS Nguyễn Ngọc Dự - Phó khoa Phẫu thuật Tim, Mạch máu và Lồng ngực  ⏭️Chương trình do Hệ thống BVĐK Tâm Anh tổ chức - Phát sóng Trực tiếp trên website tamanhhospital.vn và vnvc.vn.  - Livestream trên các fanpage: Bệnh viện Đa khoa Tâm Anh, VNVC - Trung tâm tiêm chủng Trẻ em và Người lớn, Nutrihome - Trung tâm dinh dưỡng Y học vận động, Trung tâm Tim mạch - BVĐK Tâm Anh, Khoa Tim mạch - BVĐK Tâm Anh Hà Nội, Faz - Điều hòa mỡ máu và các kênh Youtube Bệnh viện Đa Khoa Tâm Anh, Youtube VNVC. - Tiếp sóng livestream trên các fanpage VnExpress.net  👉Độc giả có thắc mắc có thể để lại câu hỏi bên dưới phần bình luận để được các chuyên gia giải đáp ngay trong chương trình. ---------------------------------------------------- 🏥 HỆ THỐNG BỆNH VIỆN ĐA KHOA TÂM ANH 🔹108 Hoàng Như Tiếp, P.Bồ Đề, Q.Long Biên, TP. Hà Nội  ☎️ Hotline: 024 3872 3872 - 024 7106 6858 🔹2B Phổ Quang, P.2, Q.Tân Bình, TP.HCM 🔹25 Nguyễn Hữu Thọ, P.Tân Hưng, Q.7, TP.HCM 🔹316C Phạm Hùng, P.5, Q.8, TP.HCM ☎️ Hotline: 028 7102 6789 - 093 180 6858 🌐 Website: https://tamanhhospital.vn  #ADS",
855,Đề xuất nghị quyết sáp nhập tỉnh thành có hiệu lực từ 12/6👇,post_855_cmt_1
856,"ÁP THẤP NHIỆT ĐỚI MẠNH LÊN THÀNH BÃO  Sáng 11/6, sau một ngày hình thành, áp thấp nhiệt đới trên Biển Đông đã mạnh lên thành cơn bão đầu tiên của mùa mưa bão năm nay, tên quốc tế là Wutip. #VnExpress",post_856_cmt_1
857,"Ngực lõm sâu, gồ cao hay bất đối xứng… không chỉ là vấn đề thẩm mỹ, đây có thể là dấu hiệu cảnh báo cho vấn đề dị dạng lồng ngực ảnh hưởng tới sức khỏe tim phổi. Phát hiện sớm và can thiệp kịp thời có thể điều trị dị dạng lồng ngực.  Phẫu thuật Nuss - giải pháp hiện đại, ít xâm lấn, giúp phục hồi dáng ngực tự nhiên, giảm đau tốt, nhanh chóng trở lại sinh hoạt.  Bệnh viện Đa khoa Tâm Anh với đội ngũ chuyên gia cùng trang thiết bị hiện đại, giúp chẩn đoán và điều trị hiệu quả các bất thường cấu trúc lồng ngực, ngăn ngừa nguy cơ biến chứng. Nhờ đó, người bệnh không chỉ cải thiện sức khỏe tim phổi mà còn xóa bỏ tự ti.  ⏰20h00 - thứ Tư, ngày 11/06/2025, các chuyên gia hàng đầu lĩnh vực Tim mạch và Phẫu thuật mạch máu - lồng ngực của BVĐK Tâm Anh Hà Nội sẽ cung cấp nhiều kiến thức hữu ích về các bệnh lý tim mạch nguy hiểm và giải pháp chẩn đoán sớm giúp điều trị hiệu quả:  - TTND.PGS.TS.BS.CKII Nguyễn Hữu Ước - Trưởng khoa Phẫu thuật Tim, Mạch máu và Lồng ngực - TS.BS Nguyễn Thị Duyên - Phó khoa Tim mạch - ThS.BS Nguyễn Ngọc Dự - Phó khoa Phẫu thuật Tim, Mạch máu và Lồng ngực  ⏭️Chương trình do Hệ thống BVĐK Tâm Anh tổ chức - Phát sóng Trực tiếp trên website tamanhhospital.vn và vnvc.vn.  - Livestream trên các fanpage: Bệnh viện Đa khoa Tâm Anh, VNVC - Trung tâm tiêm chủng Trẻ em và Người lớn, Nutrihome - Trung tâm dinh dưỡng Y học vận động, Trung tâm Tim mạch - BVĐK Tâm Anh, Khoa Tim mạch - BVĐK Tâm Anh Hà Nội, Faz - Điều hòa mỡ máu và các kênh Youtube Bệnh viện Đa Khoa Tâm Anh, Youtube VNVC. - Tiếp sóng livestream trên các fanpage VnExpress.net  👉Độc giả có thắc mắc có thể để lại câu hỏi bên dưới phần bình luận để được các chuyên gia giải đáp ngay trong chương trình. ---------------------------------------------------- 🏥 HỆ THỐNG BỆNH VIỆN ĐA KHOA TÂM ANH 🔹108 Hoàng Như Tiếp, P.Bồ Đề, Q.Long Biên, TP. Hà Nội  ☎️ Hotline: 024 3872 3872 - 024 7106 6858 🔹2B Phổ Quang, P.2, Q.Tân Bình, TP.HCM 🔹25 Nguyễn Hữu Thọ, P.Tân Hưng, Q.7, TP.HCM 🔹316C Phạm Hùng, P.5, Q.8, TP.HCM ☎️ Hotline: 028 7102 6789 - 093 180 6858 🌐 Website: https://tamanhhospital.vn  #ADS",
858,"Trước đây, Thùy Linh (Hà Nội) vẫn nộp thuế theo tỷ lệ 1,5% trên mức doanh thu khoán 90 triệu đồng một tháng, tương ứng khoảng 1,35 triệu đồng. Nhưng sau 10 ngày lắp thiết bị, doanh thu xuất hóa đơn của cửa hàng chị Linh đạt gần 40 triệu đồng, ước tính cả tháng 6 có thể tăng khoảng 30% so với tháng trước đó.  ""Mức thuế phải nộp tăng lên đã đành, nhưng không biết cơ quan thuế có dựa trên doanh thu sau khi kê khai để truy thu những tháng trước hay không"", chị Linh lo ngại #VnExpress",post_858_cmt_1
859,"GAM Esports lội ngược dòng trước TLN, thẳng tiến MSI 2025 #VnExpress","post_859_cmt_1,post_859_cmt_2,post_859_cmt_3"
860,Hỗ trợ học nghề cho lao động thất nghiệp 'có cũng như không' #VnExpress👇,"post_860_cmt_1,post_860_cmt_2,post_860_cmt_3"
861,Mỹ - Trung Quốc đạt thỏa thuận khung về thương mại 👇👇,post_861_cmt_1
862,Hôm nay Quốc hội bắt đầu đợt hai Kỳ họp thứ 9,post_862_cmt_1
863,"Hai xe máy lao vào nhà dân ở TP HCM, 2 người chết","post_863_cmt_1,post_863_cmt_2,post_863_cmt_3,post_863_cmt_4,post_863_cmt_5,post_863_cmt_6,post_863_cmt_7,post_863_cmt_8,post_863_cmt_9"
864,4 điểm mới trong đợt sáp nhập tỉnh thành năm 2025👇,post_864_cmt_1
865,Bỏ đề xuất phạt tù chung thân không giảm án👇,post_865_cmt_1
866,World Bank hạ dự báo tăng trưởng toàn cầu👇 #VnExpress,post_866_cmt_1
867,"Tuyến đường dài 1,2 km được thi công năm 2020 với tổng kinh phí hơn 82 tỷ đồng, song đến nay chưa hoàn thành. #VnExpress",post_867_cmt_1
868,"Chàng trai 19 tuổi  hỏng dạ dày do nghiện game, ăn uống thất thường👇 #VnExpress",post_868_cmt_1
869,"Hai anh chàng loay hoay mà không sao mở được yên xe máy để đổ xăng, thấy vậy nữ nhân viên cây xăng liền ra tay. #VnExpress",
870,Một trường cấp học bổng tới 500 triệu đồng cho tân sinh viên #VnExpress👇,post_870_cmt_1
871,"Hai người đàn ông sau giờ làm vườn xuống hồ thủy lợi Đăk Ka tắm bị đuối nước, tử vong.",
872,Quảng Ninh: Cô gái 16 tuổi suy gan sau khi giảm cân không đúng cách,"post_872_cmt_1,post_872_cmt_2,post_872_cmt_3,post_872_cmt_4,post_872_cmt_5,post_872_cmt_6,post_872_cmt_7,post_872_cmt_8,post_872_cmt_9,post_872_cmt_10,post_872_cmt_11,post_872_cmt_12,post_872_cmt_13,post_872_cmt_14,post_872_cmt_15,post_872_cmt_16,post_872_cmt_17,post_872_cmt_18,post_872_cmt_19,post_872_cmt_20,post_872_cmt_21,post_872_cmt_22,post_872_cmt_23,post_872_cmt_24,post_872_cmt_25,post_872_cmt_26,post_872_cmt_27,post_872_cmt_28,post_872_cmt_29,post_872_cmt_30,post_872_cmt_31,post_872_cmt_32,post_872_cmt_33,post_872_cmt_34,post_872_cmt_35,post_872_cmt_36,post_872_cmt_37,post_872_cmt_38,post_872_cmt_39,post_872_cmt_40,post_872_cmt_41,post_872_cmt_42,post_872_cmt_43,post_872_cmt_44,post_872_cmt_45,post_872_cmt_46,post_872_cmt_47,post_872_cmt_48,post_872_cmt_49,post_872_cmt_50"
873,"Huế: Ấm lòng hình ảnh hơn 400 cán bộ, chiến sĩ hỗ trợ người dân Thủy Tân thu hoạch hàng chục ha lúa giữa mưa bão <3","post_873_cmt_1,post_873_cmt_2,post_873_cmt_3,post_873_cmt_4,post_873_cmt_5,post_873_cmt_6,post_873_cmt_7,post_873_cmt_8,post_873_cmt_9,post_873_cmt_10,post_873_cmt_11,post_873_cmt_12,post_873_cmt_13,post_873_cmt_14,post_873_cmt_20,post_873_cmt_21,post_873_cmt_22,post_873_cmt_23,post_873_cmt_24,post_873_cmt_26,post_873_cmt_27,post_873_cmt_28,post_873_cmt_29"
874,"Hà Nội: Ngủ 2 tiếng mỗi đêm, người phụ nữ nhập viện tâm thần","post_874_cmt_1,post_874_cmt_2,post_874_cmt_3,post_874_cmt_4,post_874_cmt_5,post_874_cmt_6,post_874_cmt_7,post_874_cmt_8,post_874_cmt_9,post_874_cmt_10,post_874_cmt_11,post_874_cmt_12,post_874_cmt_13,post_874_cmt_14,post_874_cmt_15,post_874_cmt_16,post_874_cmt_17,post_874_cmt_18,post_874_cmt_19,post_874_cmt_20,post_874_cmt_21,post_874_cmt_22,post_874_cmt_23,post_874_cmt_24,post_874_cmt_25,post_874_cmt_26,post_874_cmt_27,post_874_cmt_28,post_874_cmt_29,post_874_cmt_30,post_874_cmt_31,post_874_cmt_32,post_874_cmt_33,post_874_cmt_34,post_874_cmt_35,post_874_cmt_36,post_874_cmt_37,post_874_cmt_38,post_874_cmt_39,post_874_cmt_40,post_874_cmt_41,post_874_cmt_42,post_874_cmt_43,post_874_cmt_44,post_874_cmt_45,post_874_cmt_46,post_874_cmt_47,post_874_cmt_48,post_874_cmt_49,post_874_cmt_50"
875,Nhìn sợ quá :(,"post_875_cmt_1,post_875_cmt_2,post_875_cmt_3,post_875_cmt_4,post_875_cmt_5,post_875_cmt_6,post_875_cmt_7,post_875_cmt_8,post_875_cmt_9,post_875_cmt_10,post_875_cmt_11,post_875_cmt_12,post_875_cmt_13,post_875_cmt_14,post_875_cmt_15,post_875_cmt_16,post_875_cmt_17,post_875_cmt_18,post_875_cmt_19,post_875_cmt_20,post_875_cmt_21,post_875_cmt_22,post_875_cmt_23,post_875_cmt_24,post_875_cmt_25,post_875_cmt_26,post_875_cmt_27,post_875_cmt_28,post_875_cmt_29,post_875_cmt_30,post_875_cmt_31,post_875_cmt_32,post_875_cmt_33,post_875_cmt_34,post_875_cmt_35,post_875_cmt_36,post_875_cmt_37,post_875_cmt_38,post_875_cmt_39,post_875_cmt_40,post_875_cmt_41,post_875_cmt_42,post_875_cmt_43,post_875_cmt_44,post_875_cmt_45,post_875_cmt_46,post_875_cmt_47,post_875_cmt_48,post_875_cmt_49,post_875_cmt_50"
876,Xót xa hình ảnh một bác trai vùng cao nằm viện nhưng vẫn phải ăn mèn mén thay cơm...,"post_876_cmt_1,post_876_cmt_2,post_876_cmt_3,post_876_cmt_4,post_876_cmt_5,post_876_cmt_6,post_876_cmt_7,post_876_cmt_8,post_876_cmt_9,post_876_cmt_10,post_876_cmt_11,post_876_cmt_12,post_876_cmt_13,post_876_cmt_14,post_876_cmt_15,post_876_cmt_16,post_876_cmt_17,post_876_cmt_18,post_876_cmt_19,post_876_cmt_20,post_876_cmt_21,post_876_cmt_22,post_876_cmt_23,post_876_cmt_24,post_876_cmt_25,post_876_cmt_26,post_876_cmt_27,post_876_cmt_28,post_876_cmt_29,post_876_cmt_30,post_876_cmt_31,post_876_cmt_32,post_876_cmt_33,post_876_cmt_34,post_876_cmt_35,post_876_cmt_36,post_876_cmt_37,post_876_cmt_38,post_876_cmt_39,post_876_cmt_40,post_876_cmt_41,post_876_cmt_42,post_876_cmt_43,post_876_cmt_44,post_876_cmt_45,post_876_cmt_46,post_876_cmt_47,post_876_cmt_48,post_876_cmt_49,post_876_cmt_50"
877,"Tại hiện trường, lực lượng chức năng phát hiện và thu giữ: 396 bao thức ăn hỗn hợp cho mèo loại 5kg mang nhãn hiệu Catsrang (có dấu hiệu giả mạo); 188 bao nguyên liệu loại 20kg không nhãn mác, nghi là thức ăn cho mèo dùng để chiết sang bao nhỏ; 42 túi zip không nhãn chứa thức ăn cho mèo; 830 tem nhãn phụ ghi thông tin Công ty TNHH Fusion Group – đơn vị độc quyền nhập khẩu sản phẩm chính hãng từ Hàn Quốc.","post_877_cmt_1,post_877_cmt_2,post_877_cmt_3,post_877_cmt_4,post_877_cmt_5,post_877_cmt_6,post_877_cmt_7,post_877_cmt_8,post_877_cmt_9,post_877_cmt_10,post_877_cmt_11,post_877_cmt_12,post_877_cmt_13,post_877_cmt_14,post_877_cmt_15,post_877_cmt_16,post_877_cmt_17,post_877_cmt_18,post_877_cmt_19,post_877_cmt_20,post_877_cmt_21,post_877_cmt_22,post_877_cmt_23,post_877_cmt_24,post_877_cmt_25,post_877_cmt_26,post_877_cmt_27,post_877_cmt_28,post_877_cmt_29,post_877_cmt_30,post_877_cmt_31,post_877_cmt_32,post_877_cmt_33,post_877_cmt_34,post_877_cmt_35,post_877_cmt_36,post_877_cmt_37,post_877_cmt_38,post_877_cmt_39,post_877_cmt_40,post_877_cmt_41,post_877_cmt_42,post_877_cmt_43,post_877_cmt_44,post_877_cmt_45,post_877_cmt_46,post_877_cmt_47,post_877_cmt_48,post_877_cmt_49,post_877_cmt_50"
878,"“CHẠM” VÀO TƯƠNG LAI SỐ TẠI VPBANK CASHLESS CITY – SỰ KIỆN HOT NHẤT PHỐ ĐI BỘ NGUYỄN HUỆ THÁNG 6 NÀY  Tương lai số không còn là chuyện của mai sau mà sẽ chính thức “đổ bộ” ngay giữa lòng Sài Gòn với VPBank Cashless City, diễn ra trong 2 ngày 14–15/6 tại phố đi bộ Nguyễn Huệ. Đây là dịp để bạn được hòa mình vào sự kiện Ngày Không Tiền Mặt 2025 và khám phá không gian ""số hóa"" của  VPBank Cashless City với loạt trải nghiệm công nghệ hiện đại và tiện ích tài chính số đỉnh cao như:  🔹 Hệ sinh thái số toàn diện: từ đầu tư, thanh toán, gọi xe đến bảo hiểm – tất cả tích hợp thông minh chỉ trong một chạm. 🎮 Mini game xịn mịn, thử thách vui nhộn cùng cơ hội rinh về quà tặng cực chất. 🎶 Đêm nhạc điện tử VPBank E-concert lúc 19h00 ngày 14/6: đốt cháy không khí cùng dàn nghệ sĩ trẻ đình đám như Anh Tú (Voi Bản Đôn), Pháp Kiều, Chillies, Hải Đăng Doo, Vũ Thảo My. 🚀 Và vô số bất ngờ đang chờ các “cư dân số” khám phá trong không gian VPBank Cashless City!  Set kèo tới phố đi bộ Nguyễn Huệ, “nhập hộ khẩu” trở thành cư dân thành phố thông minh, và quẩy hết mình cùng dàn thần tượng cực cháy tại VPBank E-Concert thôi nào  📌 Chi tiết tham gia: Bit.ly/VPBank-E-Concert  #VPBankNgayKhongTienMat2025 #VPBankCashlessCity #VPBankEconcert #VPBank #VPBankSecurities #CakebyVPBank #BeGroup #OPES #FECREDIT #LynkID","post_878_cmt_1,post_878_cmt_2,post_878_cmt_3,post_878_cmt_4,post_878_cmt_5,post_878_cmt_6,post_878_cmt_7,post_878_cmt_8,post_878_cmt_9,post_878_cmt_10,post_878_cmt_11,post_878_cmt_12,post_878_cmt_13,post_878_cmt_14,post_878_cmt_15,post_878_cmt_16,post_878_cmt_17,post_878_cmt_18,post_878_cmt_19,post_878_cmt_20,post_878_cmt_21,post_878_cmt_22"
879,"Tuần qua đã có đông đảo người dân được TẦM SOÁT MIỄN PHÍ BỆNH THẬN MẠN, dự án do LONG CHÂU VÀ Cty dược hàng đầu Đức tổ chức. Lịch trình tiếp theo 👇","post_879_cmt_1,post_879_cmt_2,post_879_cmt_3,post_879_cmt_4,post_879_cmt_5"
