post_id,cmt_id,comment
197,post_197_cmt_4,TT <3
197,post_197_cmt_5,thương tâm quá !🙏🏻🙏🏻🙏🏻
197,post_197_cmt_6,Thương quá vậy 🙏
197,post_197_cmt_7,Đau xót quá!😭😭
197,post_197_cmt_8,Quá thương tâm ♥️♥️♥️
197,post_197_cmt_9,Quá thương tâm
197,post_197_cmt_10,Đọc tin tức mà xót xa quá 😭
197,post_197_cmt_11,Mô Phật 🙏
197,post_197_cmt_12,Đau lòng quá 😭
197,post_197_cmt_13,"nè :((
https://www.facebook.com/share/p/1LwGdpr7fa/"
198,post_198_cmt_1,Rat dep
198,post_198_cmt_4,Tuyệt vời
199,post_199_cmt_1,"Con người là ai trong thời đại A.I? Và chúng ta cần làm gì để tiếp tục phát triển những tiềm năng của mình với người cộng sự trí tuệ nhân tạo, thay vì phản kháng và lo sợ một ngày nào đó sẽ bị nó đá văng ra khỏi cái ghế đang ngồi?: https://s.biz.vn/Doj7iUk"
200,post_200_cmt_1,"Trong lúc cả thế giới còn chưa hết bàng hoàng sau thảm kịch rơi máy bay Boeing 787 của Air India khiến gần 300 người thiệt mạng, hãng hàng không này đã công bố mức bồi thường cho mỗi gia đình nạn nhân: https://s.biz.vn/94mXp7S"
200,post_200_cmt_2,Nhung Nguyen vietnameline thì yên tâm rồi :)))
201,post_201_cmt_1,bà bán để cái bàn vậy thì chịu
201,post_201_cmt_2,May cam k thì oan quá
201,post_201_cmt_3,Rồi ai điền
201,post_201_cmt_4,Dính bẫy.
201,post_201_cmt_5,Sơ ý quá để cái bàn bên cao bên thấp mà bên thấp lại đúng chiều gấp của bàn
201,post_201_cmt_6,Người bán hàng gài bẫy. Để mua hết 😄
202,post_202_cmt_1,"😎THAM GIA KIỂU NÀY: 

🕺 Điểm danh mỗi ngày để tưới hoa:

👉Đăng nhập vào hệ thống: https://tangqua.afamily.vn/
👉Vào mục “Đ𝐢ể𝐦 𝐝𝐚𝐧𝐡 𝐦ỗ𝐢 𝐧𝐠à𝐲” và bấm nút ✅ Điểm danh.
👉Tưới đủ 𝟓 ngày liên tiếp để nhận ngay 1 mã bốc thăm. Nhưng cẩn thận nhé, nếu quên 2 ngày liên tiếp, hoa sẽ héo và bạn phải bắt đầu lại từ con số 0! 😱

🕺 Mỗi lần điểm danh, bạn có thêm 1 lượt quay may mắn:

👉Quay và nhận ngay mã hoặc trúng một cánh hoa.
👉Tích đủ 5 cánh hoa sẽ tự động đổi thành 1 mã quay số may mắn. Cơ hội trúng vé đang chờ đón bạn, đừng để lỡ!

🕺 Chơi thêm nhiệm vụ mỗi ngày để nhận thêm lượt quay:

Càng chăm chỉ, bạn càng có nhiều lượt quay – nghĩa là càng nhiều cơ hội trúng vé 𝐕𝐈𝐏 𝐂𝐨𝐧𝐜𝐞𝐫𝐭 𝐊-𝐒𝐭𝐚𝐫 𝐒𝐩𝐚𝐫𝐤 𝟐𝟎𝟐𝟓!

🎁Xác suất săn vé: Càng nhiều mã, xác suất trúng càng cao! Ai biết được, có thể lần này bạn sẽ là người chiến thắng vĩ đại nhất!

⚠️ Lưu ý: Gian lận = loại khỏi cuộc chơi vĩnh viễn 🚫. Hãy chơi đẹp và công bằng!

💬 Hãy chăm sóc hoa như cách bạn theo đuổi thần tượng! Cuộc chiến săn vé đã bắt đầu, và bạn chính là nhân vật chính! Đừng để lỡ cơ hội gặp G-Dragon, vì những khoảnh khắc đó sẽ không bao giờ trở lại!"
202,post_202_cmt_2,"👉 Đăng nhập vào hệ thống https://afamily.vn/ chọn tab: Mỗi ngày một deal yêu chiều
👉 Đăng nhập bằng email để vào trang chủ https://tangqua.afamily.vn/
👉 Làm nhiệm vụ “Tưới ngay” mỗi ngày nhận cơ hội trúng vé tham gia Concert G-Dragon"
202,post_202_cmt_3,Tuananh Bui
204,post_204_cmt_1,"Người quay video cho biết mình quay video này để khiếu nại với Air India, nhưng sau tai nạn, anh đã chia sẻ nó lên mạng 👉 https://s.biz.vn/VsnHrxb"
204,post_204_cmt_2,"nè, thương quá
https://www.facebook.com/share/p/16Vq5HbTWD/"
204,post_204_cmt_3,Thương tâm quá
204,post_204_cmt_4,Thương tâm
204,post_204_cmt_5,Thương
204,post_204_cmt_6,Đau thương quá.
204,post_204_cmt_7,Thương tâm quá 🙏🙏🙏
204,post_204_cmt_8,Quá đau thương
204,post_204_cmt_9,Amen 🙏
205,post_205_cmt_1,"Theo tờ báo địa phương Hindustan Times, các nhân viên cơ quan hàng không đã tìm thấy một trong hai hộp đen của máy bay Air India bị rơi ở bang Gujarat, miền tây Ấn Độ ngày 12/6 👉 https://s.biz.vn/IK8XRC8"
206,post_206_cmt_1,"Mặc dù không có bộ phận nào của máy bay nói chung là an toàn nhất, nhưng xét theo lý thuyết, có một số vị trí ngồi tốt hơn khi xảy ra sự cố cụ thể 👉 https://s.biz.vn/aHXBM1k"
206,post_206_cmt_2,Tới số rồi ngồi chỗ nào cũng đứt ah! Số chưa được gọi tên thì vẫn còn thở!
206,post_206_cmt_3,Thảo Lê thích vị trí ngắm cảnh hay vị trí sống lâu
206,post_206_cmt_4,"nè 🙁
https://www.facebook.com/share/p/1C7E3MqhNm/"
206,post_206_cmt_5,Chọn vào thùng
207,post_207_cmt_1,"Chính phủ Ấn Độ đã chính thức mở cuộc điều tra nguyên nhân vụ rơi máy bay. Các quan chức cho biết, phần lớn thithe nạn nhân bị cháy đen nghiêm trọng, khiến việc nhận dạng gặp nhiều khó khăn: https://s.biz.vn/7XAxlUh"
207,post_207_cmt_2,Người ở lại đau lòng lắm
207,post_207_cmt_3,Rip
207,post_207_cmt_4,Thương quá 😭
207,post_207_cmt_5,Thương tâm quá 🙏🙏🙏
207,post_207_cmt_6,Quá đau thương🙏🏻
207,post_207_cmt_7,Thương quá
207,post_207_cmt_8,Nam mô adidaphat 🙏
207,post_207_cmt_9,Adidaphat🙏🙏🙏
207,post_207_cmt_10,Thương quá
207,post_207_cmt_11,Mô phật
207,post_207_cmt_12,Thương quá
207,post_207_cmt_13,Đau lòng quá. Lúc lên máy bay vẫn còn vv vậy mà
207,post_207_cmt_14,Thương quá
207,post_207_cmt_15,Thương tâm quá 😭
207,post_207_cmt_16,Adidaphat
207,post_207_cmt_17,Khổ quá mà. 🙏🏻
207,post_207_cmt_18,Ôi 😭Thật đau xót 😭A Men🙏
207,post_207_cmt_19,Thuong qua’ !
207,post_207_cmt_20,Thương quá
207,post_207_cmt_21,THƯƠNG QUÁ MỌI NGƯỜI Ạ😥😥😥
207,post_207_cmt_22,NAM MÔ BỔN SƯ THÍCH CA MÂU NI PHẬT
207,post_207_cmt_23,NAM MÔ BỔN SƯ THÍCH CA MÂU NI PHẬT🙏🏻🙏🏻🙏🏻
207,post_207_cmt_24,Thương tâm
207,post_207_cmt_25,Thương quá là thương
207,post_207_cmt_26,Adidaphat
207,post_207_cmt_27,Thương quá.
207,post_207_cmt_28,Adidaphat
207,post_207_cmt_29,Adidaphat
207,post_207_cmt_30,Nam mô adidaphat 🙏
207,post_207_cmt_31,Adidaphat
207,post_207_cmt_32,Thương quá
207,post_207_cmt_33,Adidaphat 🙏🙏🙏🙏😭
207,post_207_cmt_34,Còn lỗi đau nào hơn
207,post_207_cmt_35,Tận cùng của nỗi đau😭
207,post_207_cmt_36,Năm số 9 😭
207,post_207_cmt_37,Thương quá
207,post_207_cmt_38,Thương quá
207,post_207_cmt_39,Thương
207,post_207_cmt_40,Đau thương quá ! 😭
207,post_207_cmt_41,Thật đau lòng
207,post_207_cmt_42,Tội quá
207,post_207_cmt_43,Thươngggg 🥹🥹
207,post_207_cmt_44,Xót xa
207,post_207_cmt_45,Nhìn thương xót nắm mọi người https://vt.tiktok.com/ZSk9jmoPJ/
207,post_207_cmt_46,Quá đau lòng
207,post_207_cmt_47,Thật sự đau lòng 😭
207,post_207_cmt_48,Đau lòng thế
207,post_207_cmt_49,🙏🏻🙏🏻🙏🏻
207,post_207_cmt_50,🙏🙏🙏
208,post_208_cmt_1,Sự cố xảy ra chỉ vài giờ sau khi một chiếc máy bay của Air India gặp nạn tại Ấn Độ 👉 https://s.biz.vn/u7U4Kkf
208,post_208_cmt_2,Này trắc mới ra nghề
208,post_208_cmt_3,Sợ quá
208,post_208_cmt_4,Nam mo adidaphat
208,post_208_cmt_5,Ảo thật 🥲 kì vậy
208,post_208_cmt_6,gi hoai vây troi
208,post_208_cmt_7,"Khỏi cảm ơn 
https://www.facebook.com/share/p/1M48KgbPhd/"
208,post_208_cmt_8,Adiđàphật
209,post_209_cmt_1,"Cô gái 29 tuổi phải đối mặt với áp lực công việc và sức ép từ gia đình về chuyện hôn nhân, dẫn đến tình trạng ngừng kinh nguy hiểm. Sự việc cô chia sẻ trên mạng xã hội đã nhận được sự quan tâm lớn từ cộng đồng mạng 👉 https://s.biz.vn/4ekP4Be"
209,post_209_cmt_2,Sì trét tuổi 28t 🥹
209,post_209_cmt_3,LiuHanh Kieu 2 b cứ cẩn thận
209,post_209_cmt_4,"May quá , ngày xưa cũng stress mà giờ vẫn đẻ như gà 🥹"
209,post_209_cmt_5,Ê ?????
209,post_209_cmt_6,Trần Phương chắc trang nó bị giống vầy
209,post_209_cmt_7,Quynh Anh còn trứng là còn hi vọng!!! 🌝🌝🌝
209,post_209_cmt_8,Ui
209,post_209_cmt_9,Tào lao
209,post_209_cmt_10,Hay nhỉ
209,post_209_cmt_11,Căng nhờ
209,post_209_cmt_12,Nghe cứ
209,post_209_cmt_13,"nè :(( 
https://www.facebook.com/share/p/15QnxdnYg3/"
209,post_209_cmt_14,"nè
https://www.facebook.com/share/p/16LifGW7gs/"
210,post_210_cmt_1,7 năm tao đi học. Đọc xong tao muốn nghỉ ở viện luôn
210,post_210_cmt_2,Chữa bằng niềm tin nên cũng sẽ khỏi bằng niềm tin 🤣🤣🤣
210,post_210_cmt_3,Vài bữa CA mời lên làm việc
210,post_210_cmt_4,Có không để cho những người ung thu họ mừng
210,post_210_cmt_5,thấy này ở ngần bệnh viện k tân triều bệnh nhân đến xếp hàng
210,post_210_cmt_6,Mọi người đến đây cũng đến bằng niềm tin
210,post_210_cmt_7,"Trao ngay giải Nobel cho ""thần y"" này! 🤣"
210,post_210_cmt_8,Trần ĐứcAnh Thần y này chắc mới từ trong hang MU ra cứu thế :)))))))))))
210,post_210_cmt_9,Ở đâu vậy xin đc với ạ
210,post_210_cmt_10,Khỏi bằng niềm tin :)))
210,post_210_cmt_11,Thầy làm vài đường xong khám rùi
210,post_210_cmt_12,Thế lại tốt quá
210,post_210_cmt_13,Nam.mo.Adi.daphat
210,post_210_cmt_14,Bây giờ muốn trở thành người nổi tiếng đơn giản nhể 🤭 toàn tự dưng từ đẩu đầu đâu ra ấy
210,post_210_cmt_15,Lại xuất hiện võ hoàng yên nữa
210,post_210_cmt_16,Bếch
210,post_210_cmt_17,Ôi mặt gian vãi
210,post_210_cmt_18,Nga Đặng chụp ảnh thầy chữa cho🤣🤣
210,post_210_cmt_19,Nể nhất mấy người tin 😓
210,post_210_cmt_20,Thục Anh để thầy khám cho nào
210,post_210_cmt_21,Hoang đường
210,post_210_cmt_22,dạo này đồ rẻ nhỉ nên phê hơi lâu =))
210,post_210_cmt_23,Share mạnh cho thầy nào 😂
210,post_210_cmt_24,Này đệ võ hoàng yên à
210,post_210_cmt_25,Hoang đường
210,post_210_cmt_26,"móa, giáo của natra à :v :v"
210,post_210_cmt_27,Rồi có ai khỏi chưa ạ
210,post_210_cmt_28,triều đình đâu rồi =)))
210,post_210_cmt_29,Hà Lê đùa 😂
210,post_210_cmt_30,Người ta ung thư đã khổ rồi còn bòn rút của ngta nữa
210,post_210_cmt_31,"nè :))
https://www.facebook.com/share/p/18Sdr6ZNKX/"
210,post_210_cmt_32,Chữa bằng niềm tin nên là khỏi bệnh bằng niềm tin và hy vọng 😂😂😂
210,post_210_cmt_33,Tào lao
210,post_210_cmt_34,Thầy chuẩn bị lên phường 🤣
210,post_210_cmt_35,Đô lửa dao
210,post_210_cmt_36,Đau hết cả là mề
210,post_210_cmt_37,Tào lao quá Thầy ơi
210,post_210_cmt_38,"Ôi thần y ơi, e đau ở ví"
210,post_210_cmt_39,"Này là thần khùng, thần điên chứ “thần y” gì"
210,post_210_cmt_40,Đúng kiểu khỏi bằng niềm tin luôn :v
210,post_210_cmt_41,"má,lại u mê"
210,post_210_cmt_42,Tào lao
210,post_210_cmt_43,Láo toét
210,post_210_cmt_44,Điên
210,post_210_cmt_45,Lạy mẹ 🤣
210,post_210_cmt_46,lại ngáo nữaa
210,post_210_cmt_47,Tào lao thật
210,post_210_cmt_48,"Thần y❌
Thần kinh ✅"
210,post_210_cmt_49,Ngáo tào lao
210,post_210_cmt_50,Mê muội
211,post_211_cmt_1,￼ Thương cho bà con mình quá
211,post_211_cmt_2,Thương bà con quá.
211,post_211_cmt_3,Thương bà con quá
211,post_211_cmt_4,Thương quá Miền Trung ơi
211,post_211_cmt_5,Đinh Hà bà con lại khổ😩
211,post_211_cmt_6,Thương bà con quá
211,post_211_cmt_7,Tội kinh
211,post_211_cmt_8,Khổ
212,post_212_cmt_1,"Tại nhà riêng của gia đình ở Anh, mẹ của hai nạn nhân, bà Manibai Ramesh, chìm trong nước mắt, không nói nên lời: https://s.biz.vn/0J9h7sX"
212,post_212_cmt_2,"Trong số các vị trí được ưa chuộng nhất, hàng ghế cạnh cửa thoát hiểm đang dần trở thành “vị trí vàng” được nhiều người săn đón 👉 https://s.biz.vn/qNTy4tU"
212,post_212_cmt_3,"Sao anh ấy nhảy hay vậy nhỉ, quá phi thường 🥺 quá mừng cho anh !"
212,post_212_cmt_4,"Khi MB lao xuống, nếu nhảy cùng chiều xuống sẽ đỡ sát thương, hay nhảy ngược chiều vậy Mn... Mình nghĩ nhảy cùng chiều lao xuống"
212,post_212_cmt_5,Kì diệu thiệt🙏🙏 chia buồn những người còn lại trong chuyến bay 🥹
212,post_212_cmt_6,🙏🙏🙏
212,post_212_cmt_7,Nam mô bổn sư thích ca mâu ni phật
212,post_212_cmt_8,Ôi
212,post_212_cmt_9,🙏🏻🙏🏻🙏🏻
212,post_212_cmt_10,Nhìn thương xót nắm https://vt.tiktok.com/ZSk9Lx99x/
212,post_212_cmt_11,Adidaphat
212,post_212_cmt_12,Khiếp
212,post_212_cmt_13,Đau thương quá
212,post_212_cmt_14,Adidaphat
212,post_212_cmt_15,"Khỏi cảm ơn 
https://www.facebook.com/share/p/1CKrucYamT/"
213,post_213_cmt_1,"Được biết, Sô Y Tiết phát bệnh lao phổi từ năm lớp 6, khi đó anh đang sống ở cô nhi viện. Căn bệnh khiến anh thường xuyên khó thở, ho ra máu và nhiều lần phải vào viện cấp cứu 👉 https://s.biz.vn/WeHQttb"
213,post_213_cmt_2,Sao không thấy Xìn kêu gọi từ thiện
213,post_213_cmt_3,Nguyện cho anh sớm bình phục.
213,post_213_cmt_4,20 p rồi
213,post_213_cmt_5,Thằng này giờ giàu rồi. Sống làm dốc lắm
213,post_213_cmt_6,Chúc anh mau khỏe
213,post_213_cmt_7,Chúc cháu mau khỏe
213,post_213_cmt_8,"Khỏi cảm ơn
https://www.facebook.com/share/p/1YjSjRs3Z2/"
214,post_214_cmt_1,"Câu chuyện đau lòng của Patolia đã khiến dư luận không khỏi xót xa, khi hai đứa trẻ bỗng chốc mất cả cha lẫn mẹ chỉ trong vòng một tuần: https://s.biz.vn/1PXGcjW"
214,post_214_cmt_2,Ôi  thuong  tâm  qua    nam mo A Di daphat
214,post_214_cmt_3,Thương quá
214,post_214_cmt_4,Adidaphat
214,post_214_cmt_5,xem bài này là rõ   https://www.facebook.com/share/169RPzSips/?mibextid=wwXIfr
214,post_214_cmt_6,Nỗi đau nào bằng
214,post_214_cmt_7,Đau lòng quá
214,post_214_cmt_8,Đau lòng
214,post_214_cmt_9,"Khỏi cảm ơn 
https://www.facebook.com/share/p/1EvXmEivuQ/"
216,post_216_cmt_1,"Mới đây, chuyên trang Socialite vừa công bố bảng xếp hạng chỉ số thảo luận trên mạng xã hội xoay quanh các thí sinh của Em Xinh Say Hi sau tập 2 😎 https://s.biz.vn/alHYUme"
216,post_216_cmt_2,Dzỏ dzàng
216,post_216_cmt_3,"Nét đẹp châu Á, nước Việt mình nhiều viên ngọc quý lắm ❤️❤️❤️"
216,post_216_cmt_4,Xinhhhh xĩu
216,post_216_cmt_5,Trần Hùynh Hương Lan
216,post_216_cmt_6,Trang Bee
216,post_216_cmt_7,Ánh Sáng Aza
217,post_217_cmt_1,Cute vãi 🥰
218,post_218_cmt_1,"Nhà chức trách đã bắt đầu thu thập mẫu DNA để xác định danh tính, song quá trình này được cho là sẽ mất nhiều thời gian 👉 https://s.biz.vn/7bASSKt"
218,post_218_cmt_2,Nam mô a di Phật
218,post_218_cmt_3,adidaphat adidaphat adidaphat
218,post_218_cmt_4,Nam Mo A Di A Phat !
218,post_218_cmt_6,Mô phật
218,post_218_cmt_7,🙏🙏🙏adidaphat
218,post_218_cmt_8,Adidaphat
218,post_218_cmt_9,Adidaphat
218,post_218_cmt_10,Nammoadidaphat
218,post_218_cmt_11,Adidapha🙏🏻🙏🏻🙏🏻
218,post_218_cmt_12,Thương
218,post_218_cmt_13,Đau Đớn Quá
218,post_218_cmt_14,Quá đau xót
218,post_218_cmt_15,Amen
219,post_219_cmt_1,"Trong cuộc trò chuyện với chúng tôi, Quân A.P thoải mái trải lòng về sự nghiệp và cuộc sống hậu Anh Trai Say Hi, nhất là khi anh đưa ""nửa kia"" vào sản phẩm âm nhạc mới nhất 🤗 https://s.biz.vn/9f4eok1"
219,post_219_cmt_2,Ton Nu Mai Linh: đtrai lại còn nói hay :(
219,post_219_cmt_3,Chuẩn mennj
219,post_219_cmt_4,Like
219,post_219_cmt_5,👍👍
220,post_220_cmt_1,h thử nên 2 vệt chắc mình tai biến mất 😆
220,post_220_cmt_2,Anh ấy hạnh phúc thật...còn t giờ mà hai vạch  là t điên không chứ  k đùa.🤣🤣
220,post_220_cmt_3,Hạnh phúc quá ❤️
220,post_220_cmt_4,Chúc mừng anh và gd 😍
220,post_220_cmt_5,Vui lây!
220,post_220_cmt_6,Iu thế😂
220,post_220_cmt_7,Hồi 2 vạch vk ck t cũng như này 🤣
220,post_220_cmt_8,Thiên chức ấy thật sự quá hạnh phúc
220,post_220_cmt_9,🥰
220,post_220_cmt_10,Hp lắm
220,post_220_cmt_11,Xin vía cho ck tui dc vui như anh ấy
220,post_220_cmt_12,Chúc mừng bạn
220,post_220_cmt_13,cj vk thật hạnh phúc
220,post_220_cmt_14,Giờ mà t 2 vạch chắc t chớt 🤣
220,post_220_cmt_15,Duy Lâm Võ  giống k
220,post_220_cmt_16,Cù Minh Chương cầm ra hỏi luôn 😂
220,post_220_cmt_17,😮😮 lần đầu được làm cha
220,post_220_cmt_18,con đầu ai chả vậy 😆🥹😁
220,post_220_cmt_19,Nè :))) https://www.facebook.com/share/p/1ApBWftxm1/
220,post_220_cmt_20,Giờ t mà 2 vạch nữa 4 thằng chắc t đột quyh
220,post_220_cmt_21,Quá hp
221,post_221_cmt_1,Ủa Noo…đẹp trai quá=)))
221,post_221_cmt_2,Khủng Long
221,post_221_cmt_3,má ơi má :)))
221,post_221_cmt_4,YoRi Anh
222,post_222_cmt_1,"Trong bài đăng trên X, Air India xác nhận chỉ có một trong số 242 hành khách trên chuyến bay bị rơi ở Ahmedabad sống sót: https://s.biz.vn/cC9eKxo"
222,post_222_cmt_2,"Về nguyên nhân ban đầu, một cựu phi công đã đưa ra giả thuyết rằng vụ tai nạn có thể là kết quả của ""nhiều lần chim va phải"", một sự cố thường gặp trong hàng không, dẫn đến việc cả hai động cơ bị mất điện đột ngột 👉 https://s.biz.vn/kKheHUK"
222,post_222_cmt_3,"Cảnh sát Ấn Độ cho biết, người sống sót duy nhất được biết đến cho đến nay trên máy bay India Air gặp nạn đã nhảy ra khỏi lối thoát hiểm 👉 https://s.biz.vn/CtrqCfX"
222,post_222_cmt_4,"Chỉ vài phút trước khi thảm kịch xảy ra, hai bác sĩ cùng ba con nhỏ đã chụp bức cuối cùng trên chuyến bay định mệnh của Air India, bức hình được cho là đánh dấu “sự khởi đầu mới” trong cuộc đời họ: https://s.biz.vn/3Pdvlkt"
222,post_222_cmt_5,Chuyến đi đến Ấn Độ của cô là kỳ nghỉ ngắn trong khi chồng vẫn ở lại London. Hiện cô vẫn chưa hết bàng hoàng trước bi kịch mà mình may mắn tránh được trong gang tấc 😢 https://s.biz.vn/2wstfQL
222,post_222_cmt_7,Quá may mắn với bạn chúc mừng bạn
222,post_222_cmt_8,May thế chúc mùng
222,post_222_cmt_9,May mắn quá
222,post_222_cmt_10,"Chúc mừng ,chúc mừng may mắn"
222,post_222_cmt_11,May mắn thật
222,post_222_cmt_12,The burnt toast theory
222,post_222_cmt_13,"nè 🙁
https://www.facebook.com/share/p/1AWwUuwGgt/"
222,post_222_cmt_14,May mắn
222,post_222_cmt_15,QUÁ MAY MẮN!🙋
222,post_222_cmt_16,Số còn chưa tận
222,post_222_cmt_17,Nè :))) https://www.facebook.com/share/p/1ApBWftxm1/
222,post_222_cmt_18,"nè
https://www.facebook.com/share/p/19SZYUm2sW/"
222,post_222_cmt_19,Nè :)) https://w.w.w.facebook.com/share/p/1C4vEbc7Us/
222,post_222_cmt_20,"nè
https://www.facebook.com/share/p/16vQNP7tx2/"
223,post_223_cmt_1,Tuyệt vời
223,post_223_cmt_2,❤️
223,post_223_cmt_3,Tuyệt vơig
224,post_224_cmt_1,"Theo các chuyên gia hàng không, chiếc máy bay có thể đã bất ngờ mất điện đúng vào ""giai đoạn quan trọng nhất"" – thời điểm sau khi cất cánh – khiến phi hành đoàn không kịp phản ứng: https://s.biz.vn/3Pdvlkt"
224,post_224_cmt_2,"Trong bài đăng trên X, Air India xác nhận chỉ có một trong số 242 hành khách trên chuyến bay bị rơi ở Ahmedabad sống sót: https://s.biz.vn/cC9eKxo"
224,post_224_cmt_3,"Cảnh sát Ấn Độ cho biết, người sống sót duy nhất được biết đến cho đến nay trên máy bay India Air gặp nạn đã nhảy ra khỏi lối thoát hiểm 👉 https://s.biz.vn/CtrqCfX"
224,post_224_cmt_4,thương tiếc quá
224,post_224_cmt_5,Thương tâm quá
224,post_224_cmt_6,Đúng là thứ 6 ngày 13
224,post_224_cmt_7,Thương quá.
224,post_224_cmt_8,Nhìn ba đứa trẻ thương quá
224,post_224_cmt_9,😢Thương quá
224,post_224_cmt_10,Thương quá
224,post_224_cmt_11,thuong quá 😭
224,post_224_cmt_12,Rip bozo
224,post_224_cmt_13,Thương tiếc quá
224,post_224_cmt_14,Adidaphat
224,post_224_cmt_15,🙏🙏🙏
224,post_224_cmt_16,Tôi nghiệp quá
224,post_224_cmt_17,Adidaphat
225,post_225_cmt_1,"Chỉ vài phút trước khi thảm kịch xảy ra, hai bác sĩ cùng ba con nhỏ đã chụp bức cuối cùng trên chuyến bay định mệnh của Air India, bức hình được cho là đánh dấu “sự khởi đầu mới” trong cuộc đời họ: https://s.biz.vn/3Pdvlkt"
225,post_225_cmt_2,"Trong bài đăng trên X, Air India xác nhận chỉ có một trong số 242 hành khách trên chuyến bay bị rơi ở Ahmedabad sống sót: https://s.biz.vn/cC9eKxo"
225,post_225_cmt_3,Những gương mặt rạng rỡ hạnh phúc trong sự đoàn tụ. Thương quá thương
225,post_225_cmt_4,Quá đau thương.
225,post_225_cmt_5,Thương quá🥲
225,post_225_cmt_6,Thương quá
225,post_225_cmt_7,Nhìn mà tội quá. 1 GĐ rất đẹp
225,post_225_cmt_8,Thương lắm
225,post_225_cmt_9,Thương quá
225,post_225_cmt_10,quá thương tâm 🥲
225,post_225_cmt_11,Thương quá 🥲🥲🥲
225,post_225_cmt_12,Thương tâm quá :(
225,post_225_cmt_13,Cau cho 5 nguoi sòm siu thoát
225,post_225_cmt_14,Thương quá
225,post_225_cmt_15,Quá đau thương
225,post_225_cmt_16,Thương quá!
225,post_225_cmt_17,Quá đau xót !
225,post_225_cmt_18,Thương quá!
225,post_225_cmt_19,Thương quá 🙏
225,post_225_cmt_20,Quá đau lòng
225,post_225_cmt_21,Thương quá
225,post_225_cmt_22,Thương quá
225,post_225_cmt_23,Đọc mà thấy xót xa quá 😓😓😓😓😓😓
225,post_225_cmt_24,Thương quá
225,post_225_cmt_25,Tội quá
225,post_225_cmt_26,Thương quá
225,post_225_cmt_27,Thương quá
225,post_225_cmt_28,Thương quá
225,post_225_cmt_29,Quá đau thương
225,post_225_cmt_30,Thương quá
225,post_225_cmt_31,Thương quá 🙏🙏🙏
225,post_225_cmt_32,Thật tội nghiệp 🙏🏻🙏🏻🙏🏻
225,post_225_cmt_33,Thương quá 1gđ yên nghĩ nhé
225,post_225_cmt_34,Thương quá là thương
225,post_225_cmt_35,Thương quá 😌
225,post_225_cmt_36,THƯƠNG!
225,post_225_cmt_37,thương quá
225,post_225_cmt_38,Thương
225,post_225_cmt_39,Thương thật luông
225,post_225_cmt_40,Adidaphat
225,post_225_cmt_41,Tội quá
225,post_225_cmt_42,Thương
225,post_225_cmt_43,Cuộc sống này là vậy
225,post_225_cmt_44,Tiết quá
225,post_225_cmt_45,ADIDAPHAT
225,post_225_cmt_46,Adidaphat
225,post_225_cmt_47,Thương quá
225,post_225_cmt_48,Quá đau lòng
225,post_225_cmt_49,Thuơng
225,post_225_cmt_50,Thuong
226,post_226_cmt_1,"Trong bài đăng trên X, Air India xác nhận chỉ có một trong số 242 hành khách trên chuyến bay bị rơi ở Ahmedabad sống sót: https://s.biz.vn/cC9eKxo"
226,post_226_cmt_2,"Về nguyên nhân ban đầu, một cựu phi công đã đưa ra giả thuyết rằng vụ tai nạn có thể là kết quả của ""nhiều lần chim va phải"", một sự cố thường gặp trong hàng không, dẫn đến việc cả hai động cơ bị mất điện đột ngột 👉 https://s.biz.vn/kKheHUK"
226,post_226_cmt_3,"Cảnh sát Ấn Độ cho biết, người sống sót duy nhất được biết đến cho đến nay trên máy bay India Air gặp nạn đã nhảy ra khỏi lối thoát hiểm 👉 https://s.biz.vn/CtrqCfX"
226,post_226_cmt_4,"Chỉ vài phút trước khi thảm kịch xảy ra, hai bác sĩ cùng ba con nhỏ đã chụp bức cuối cùng trên chuyến bay định mệnh của Air India, bức hình được cho là đánh dấu “sự khởi đầu mới” trong cuộc đời họ: https://s.biz.vn/3Pdvlkt"
226,post_226_cmt_5,Chuyến đi đến Ấn Độ của cô là kỳ nghỉ ngắn trong khi chồng vẫn ở lại London. Hiện cô vẫn chưa hết bàng hoàng trước bi kịch mà mình may mắn tránh được trong gang tấc 😢 https://s.biz.vn/2wstfQL
226,post_226_cmt_6,Thương quá
226,post_226_cmt_7,Nam mô adidaphat
226,post_226_cmt_8,Quá thương tâm
226,post_226_cmt_9,Nam Mô Bổn Sư Thích Ca Mâu Ni Phật 🙏🙏🙏🙏🙏
226,post_226_cmt_10,Adidaphat
226,post_226_cmt_11,Nam Mô Bổn Sư Thích Ca Mâu Ni Phật 🙏🙏🙏🙏🙏
226,post_226_cmt_12,Thương qúa
226,post_226_cmt_13,Đau lòng quá 🙏🙏🙏
226,post_226_cmt_14,ôi sợ quá
226,post_226_cmt_15,Thương quá .
226,post_226_cmt_16,Thương quá
226,post_226_cmt_17,Quá thương tâm
226,post_226_cmt_18,adidaphat
226,post_226_cmt_19,quá xót xa :(((
226,post_226_cmt_20,Đau lòng quá 🙏🙏🙏
226,post_226_cmt_21,"nè :((
https://www.facebook.com/share/p/1JEBPZxpY1/"
226,post_226_cmt_22,Quá thương tâm
226,post_226_cmt_23,rơi vào ký túc xá sinh viên mà🥲🥲
226,post_226_cmt_24,Bằng 2 cái làng ở nông thôn .😭 .xót thật sự
226,post_226_cmt_25,Thương quá
226,post_226_cmt_26,Đau xót quá.
